Computer_Description,Selling_Price
New ListingHP Pavilion TG01 Desktop PC Ryzen 5 4600G 4.2Ghz 12GB 512GB SSD *W11 Eligible*,$449.39
New ListingDell OptiPlex 960 Desktop Computer Core 2 3.00GHz 4GB 250GB HDD,$94.99
Dell Optiplex 9010 Tower PC Core i7 3rd Gen 16GB RAM 256 SSD Hard Drive Win 10,$220.00
CHUWI Mini Desktop Computer PC Intel N4500|8GB RAM |256GB SSD | Windows 10 WiFi,$188.99
CHUWI HeroBox Windows 10 MINI PC Intel J4125 8GB DDR4 256G SSD Dual WiFi,$174.79
🔥Raspberry Pi 4 Model B 2GB RAM - BRAND NEW IN BOX (unopened) 🔥,$122.50
Intel NUC D54250WYKH Computer i5 4250U 8GB RAM 250 GB  Includes AC Adapter,$140.00
New ListingDell OptiPlex 9020M Micro Desktop Core i7-4785T 2.20GHz 8GB RAM 256GB HDD Used,$139.99
Custom Bundle HP 6305 Pro Desktop Computer 8GB 1TB HD 128GB SSD Windows 10 WIFI,$85.95 to $179.95
New ListingDesktop Computer - Intel Core i5-3470 CPU - 8GB RAM - 110 GB HDD,$200.00
"New ListingHP Prodesk 600 G1 Mini PC, I3-4160T 4GB, Charging Cable, Working just needs SSD",$70.00
New ListingDell 9020 Tower Computer i7 3.9Ghz 16GB 2TB HDD DVD-RW WiFi Windows 10 Home,$320.95
New ListingDell 9020 Tower Computer i7 3.9Ghz 8GB 500GB HDD DVD-RW WiFi Windows 10 Home,$216.99
New ListingDell Optiplex 390 i5 16GB Ram 500GB Windows 10 Professional PC Desktop Computer,$195.00
Dell Optiplex 9020 Micro WiFi i5-4590T 2.00GHz Desktop Computer Windows 10 PC.,$194.99 to $339.99
"Work from home Computer HP 8200 USFF Mini Desktop i5, 4GB, 500GB WiFi Win10 Home",$194.99
HP ProDesk Desktop Computer Intel Core i3-4130 8GB 500GB HD Windows 10 Home PC,$99.95
Dell Computer PC Core i5 8GB 16GB | 500GB 1TB SSD WiFi Windows 10 Professional,$145.00 to $265.00
Dell Desktop i5 Computer PC Intel 3.20GHz 8GB RAM 500GB HD Windows 10 Home WIFI,$119.98
HP Desktop Computer PC AMD Dual Core Windows 10 Home 8GB 250GB HD Keyboard/Mouse,$75.99
HP Core i5 Gaming Computer 16GB 2TB Nvidia GT1030 Graphics  Windows 10 Desktop,$356.00
New ListingLenovo M72 I3-3220T 2.80GHZ Business Desktop PC Computer 16GB 512GB SSD WIn 10 ,$95.00 to $200.00
"HP Desktop Tower Computer PC Core 2 Duo 4GB Ram 500GB 19"" LCD WiFi Windows 10 PC",$193.50
Dell Optiplex 7010 USFF i3-3220 3.30GHz Business Desktop Computer Windows 10 PC,$94.99 to $234.99
Dell Inspiron 3891 Desktop i5-11400 12GB 1TB HDD + 256GB SSD i3891-5012BLK-PUS,$499.66
Dell XPS 8940 i7-11700 32Gb RAM 512GB SSD+1TB HDD WiFi (Integrated Graphics),$799.00
HP Pavilion 290-p0043W Slimline Desktop - Intel CPU - 4 GB - 500GB - Windows 10,$119.99
"Lenovo IdeaCentre AIO 3 AMD Desktop, 21.5"" FHD IPS Touch  250 nits",$429.99
"Hp Desktop Computer 16GB 2TB 512GB SSD Wifi Core i5 Windows 10 PC 22"" LCD ",$242.50
"Dell Desktop Computer QUAD CORE i5 WINDOWS 11 Pro 16GB 2TB 480GB SSD 22"" MONITOR",$149.00 to $450.00
"New ListingRaspberry Pi 4 Model B, Quad Core 1.5 GHz, 8GB RAM NEW",$210.00
New ListingDell Optiplex 3050 Micro MFF Core i5-6500T 2.5GHz 8GB 500GB Ssd Win 10 WiFi,$229.00
Dell Optiplex 7050 SFF i5-6500 3.20GHz Business Desktop Computer Windows 10 PC,$164.99 to $429.99
Home Office Computer,$225.00
Dell Optiplex 7050 Mini Desktop Computer i7-6700T 32GB DDR4 New 2TB NVMe M.2 SSD,$259.99 to $769.99
New ListingDell Optiplex 3050 Micro|i3-6100t|250GB NVMe M.2 + 500GB HDD|16GB Ram|Win 11 Pro,$199.99
"New ListingNEW desktop computer  ACER ASPIRE DESKTOP XC-1660G-UW93, i5, 8GB DDR4, 512GB SSD",$449.00
Dell XPS 8940 i7-11700 32Gb RAM 512GB SSD+1TB HDD WiFi (Integrated Graphics),$719.00
Dell Optiplex XE3 MT Computer i5-8500 16GB DDR4 256GB SSD+3TB DVD Win10 WIFI,$399.88
New ListingHP ELITEDESK 800 G4 INTEL i7-8700  16GB RAM 512 SSD WIN 10 PRO,$450.00
"HP Computer All in One 24"" WINDOWS 11 16GB 1TB Bluetooth WEBCAM (FULLY LOADED)",$659.00
i7 GAMING DESKTOP PC i7 UPTO 3.8 GHZ SSD + 1TB HDD 16GB RAM GTX 1060 WIFI WIN10 ,$695.00 to $718.00
Custom Build HP Desktop i5 16GB | 2TB | K+M | Windows 11 Display Port WiFi BT PC,$95.76 to $337.97
Dell OptiPlex 3010 Computer i3-3240 3.4Ghz 4GB 250GB HDMI Win 10 DVD M3010-1,$69.99
Dell Optiplex 5040 SFF Computer i5-6500 3.2GHz 8GB Ram 128 GB SSD NO OS,$175.00
Lenovo M73 SFF i5-4570 3.20GHz Desktop Computer PC HDMI DP VGA WiFi BT Win10,$169.99 to $355.99
New ListingDell OptiPlex 3040 MT Intel i5-6500 3.20GHz 8GB 500GB NO/OS PC Computer Desktop,$139.99
New ListingDell Precision T1500 Computer Intel Core i5-750 @ 2.66Ghz 4GB 250GB  Windows 10,$74.99
New ListingCustomizable High-end Gaming Computer / GTX 980 / i5-8400 / 32gb RAM / Win10Pro,$9.99
"HP EliteDesk 800 G3 SFF / Intel i7-6700 ,8GB RAM, No HDD",$180.00
desktop computers,$385.00
New ListingHP EliteDesk 800 G1 SFF PC Intel i7-4790 3.6GHz 16GB 256GB SSD Win10 PRO Desktop,$249.95
Fast Dell Desktop Computer PC intel Quad Core i5 3.1Ghz 8GB 500GB HDD Windows 10,$140.00
"DELL PRECISION T3500 Xeon 2.8GHz Computer w/ 12GB RAM, 500GB HDD, WINDOWS 10 PRO",$129.00
New ListingLot Of 4 Lenovo m700 tiny Computers Core i5 6th Gen 2.5Ghz 8GB 128GB SSD Win10,$600.00
Lenovo ThinkCentre M73 Mini PC Intel Core i3-4130T 4GB RAM 128GB SSD Win 10 pro,$87.00
New ListingChuwi Desktop i5 Computer Windows 10 PC 16GB RAM New 512GB SSD with Dual WIFI,$369.99
HP SFF 600 G1 ProDesk Desktop Computer i3 3.60GHz 8GB 256GB Windows 10 PC Home ,$89.99
New ListingDell Desktop Computer Intel Quad Core i5 3.10GHz 8GB RAM 500GB HD Windows 10 PC,$199.99
WINDOWS 11 PC Dell 3040 Desktop Computer PC DVD 8/16GB i5-6500 SSD OFFICE 2021,$249.99 to $339.99
New ListingDell Optiplex 7020 sff Core i5-4590 3.30GHz 8GB RAM 500GB HDD Win 10 Pro 64bit  ,$55.00
Dell OptiPlex 7040M Micro Desktop Tower 2.5GHz Core i5 8GB RAM No HD SSD w/Power,$159.99
Dell Precision T1700 SFF i5-4590 Windows 10 Pro Desktop PC 120GB SSD 8GB Wi-Fi,$99.00
Dell Optiplex 7010 SFF I7-3770 500GB HDD 8GB RAM WIN10 Pro ,$135.00
