Computer_Description,Selling_Price
Dell Optiplex 5060 MFF Desktop Core i5-8500T 2.1GHz - 16GB - No SSD w/ Adapter,$269.99
New ListingHP EliteDesk 800 G1 Small Form Desktop Computer PC Intel i5 8GB RAM 256SSD NEW,$279.99
Dell XPS 8940 i7-11700 32Gb RAM 512GB SSD+1TB HDD WiFi (Integrated Graphics),$799.00
W5 Pro Pocket PC Windows 10 Computer Stock Intel (32Gb),$140.00
Tower (MT) Computer Core i3 3.3GHz 8GB 250GB DVDRW  Windows XP Pro *64Bit*,$149.00
CHUWI Mini Desktop Computer PC Intel N4500|8GB RAM |256GB SSD | Windows 10 WiFi,$188.99
Fortnite GTA Gaming PC Desktop Computer Quad Core i5 750TI 8GB Monitor Bundle,$399.99
New ListingINTEL HADES CANYON 512GB SSD 32GB RAM NUC8i7HVK i7-8809G MINI PC VR WINDOWS 10,$775.00
New ListingCore2 Quad 8200 Computer 2.33GHz 4GB RAM 1TB HDD nVidia GT240 DG35EC Win7 Pro,$60.00
"Lenovo H50-50 Type 90B7 Desktop, i3-4170, GT 620 GPU, 4GB RAM, 500GB HDD, WiFi",$100.00
DELL OPTIPLEX 5060 SFF | CORE I5-8500 3.00GHZ | 256GB SSD | 16GB RAM | NO OS,$259.99
"New ListingDell OptiPlex 9010 SFF PC Computer, Intel Core i7-3770 3.40GHz, 4GB",$59.99
BASIC GAMING COMPUTER 22-INCH AMD A8 QUAD CORE AMD R7 8GB DDR4 240SSD WINDOWS 10,$224.99
Dell Windows 7 Pro Desktop Computer 250 HDD | 4GB RAM | Wifi | 3.0GHz 32bit,$99.99
Dell Optiplex 9020 Tower PC Core i7 4TH Gen 16GB RAM 256GB SSD Hard Drive Win 10,$250.00
"Dell 5050 Desktop Computer 24"" LCD Core i5-6600T 8GB 512GB SSD Windows 10 Pro",$359.00
New ListingRaspberry Pi Zero 2 W with built-in WiFi and Bluetooth - New / USA Shipping,$59.99
New ListingGTX 1070 Gaming Computer Desktop PC i3 9thGen 16GB RAM 250GB SSD Win 10 Pro,$375.00
Dell Precision 3240 Compact i5-10500@ 3.1 GHz 256 GB M.2 NVMe 16 GB RAM Win10Pro,$549.99
Alienware Alpha (i3-4130T),$325.00
HP Elitedesk 800 G2 SFF i7-6700 3.4GHz 8GB RAM 250GB SSD Windows 10 Pro,$206.79
New Listinggaming pc desktop computer,$345.65
Desktop Computer PC Windows Vista Home Premium DVD Burner Internet Ready 2GB Ram,$52.19
Dell Optiplex 9010 Tower PC Core i7 3rd Gen 16GB RAM 256 SSD Hard Drive Win 10,$220.00
Dell Optiplex 7010 Desktop Computer USFF Intel i5 4GB RAM 320gb HDD Win 10,$100.00
"Dell 9030 AIO 23"" Core i5 Gen 4 PC 8GB 128GB SSD Windows 10 Pro Desktop Computer",$291.00
HP Pavilion 290-p0043W Slimline Desktop - Intel CPU - 4 GB - 500GB - Windows 10,$119.99
Dell i5 Desktop Computer PC 7020 WiFi/HDMI/up to 32GB RAM 3TB HDD SSD/Windows 10,$110.00 to $420.00
Dell OptiPlex 7050 SFF i5-7500 / i7-7700+up to 32GB RAM&2TB SSD&4TB HD&Win10 Pro,$199.00 to $640.00
Lenovo M72 I3-3220T 2.80GHZ Business Desktop PC Computer 16GB 512GB SSD WIn 10 ,$95.00 to $200.00
Dell Core I5 HDMI WiFI 4GB 250GB Windows 10 Desktop Computer 1 Year Warranty,$126.00
New Listingcustom built computer with floppy drive and a usb add on card  (incomplete),$150.00
HP ProDesk 600 G1 Mini PC Computer Intel I5-4590t 8gb 256gb WiFi & BT Windows 11,$109.98 to $149.98
HP Desktop Computer PC | up to 8GB RAM | up to 1TB  | Windows 10 PRO,$89.99 to $129.99
Raspberry Pi 4 Model B 2GB Quad Core 1.5GHz WiFi Bluetooth Computer,$114.99
Dell Intel I7 Optiplex 7010 Computer Desktop Windows PC 16GB RAM 500GB SSD WiFi,$299.99
Custom Lenovo M910 Core i7 6700 up to 4.0GHz ThinkCentre Desktop Computer Win10,$359.99 to $449.99
Dell Gaming Desktop Nvidia GT1030 16GB RAM 500GB HD 1TB 12GB SSD Custom Build PC,$235.00 to $405.00
WINDOWS 11 PC Dell 3040 Desktop Computer PC DVD 8/16GB i5-6500 SSD OFFICE 2021,$249.99 to $339.99
Dell Windows XP Pro Desktop Tower Dual Core 2.8 GHZ | 1TB HDD | 4GB RAM | Wifi,$158.00
NEW! HP ProDesk 600 G6 MINI - i5-10500T 16GB RAM 512GB SSD Win10 Pro,$499.99
HP Pro Desktop Computer Intel Core 2 Duo 4GB 500GB Windows 10 WIFI and 22in LCD,$136.99
Shuttle XPC Cube | Windows 10 Pro | Intel Core i5 | 1TB HDD | 16GB Ram,$250.00
"New ListingSupermicro Gaming PC - C7Z270-CG-L includes Intel i5-6600K, Intel Liquid Cooling",$400.00
New ListingRaspberry Pi 4 Model B 2GB RAM Computer IN HAND,$115.00
New ListingHP Elitedesk 800 G3 DM 35W i5-7500T 2.70GHz 8GB RAM 256GB SSD Windows 10 Pro ,$100.00
New ListingDell OptiPlex 3060 SFF | i3-8100 3.6GHz | 8GB DDR4 | 256GB SSD | Win 10 Pro EXC,$245.00
New ListingREAD - Lenovo ThinkCentre M93p Tiny PC i5 4570T 4GB RAM 500GB HDD Win7 Desktop,$50.00
New ListingIntel NUC - nuc8v7pnh,$999.99
Commodore 64C Computer - Restored Tested Guaranteed  C64C,$295.00 to $325.00
"New ListingLenovo M700 Tiny, i5-6500t, 8 GB RAM, 128 GB SSD, Win10, power adapter, $20 ship",$99.00
New ListingDELL INSPIRON 531 DESKTOP COMPUTER UPGRADED WINDOWS 10 HOME 3.0 GHz 8GB WIFI,$220.00
New ListingCore2 Quad 8400 Computer 2.66GHz 4GB RAM 500GB HDD DG41TX Win7 Pro PopOS Linux,$50.00
"New ListingMSI GP63 Leopard 8RE 15.6"" Display Laptop Computer NR",$42.00
Commodore 128 Computer - Restored Mint Condition,$475.00 to $495.00
New ListingCUSTOM COMPUTER PC  MM9.24.135 Intel i7-10700 16GB RAM nVidia 210 240GB SSD,$898.00
"HP All in One Computer Touchscreen 24"" WIN11 16GB 256GB WEBCAM (FULLY LOADED)",$689.00
"HP Windows 10 Desktop 600 G2 Computer PC 8GB RAM 500GB HDD Wi-Fi 22"" LCD Monitor",$169.95
Dell 780 Desktop Computer PC USFF Core 2 duo 3.00GHz 4GB 160GB HDD Windows 10,$124.95
